id,label
5138,tier_3_significant
11043,tier_4_severe
15179,tier_4_severe
6678,tier_1_minor
287,tier_1_minor
24489,tier_2_moderate
31324,tier_4_severe
18816,tier_3_significant
12777,tier_2_moderate
22507,tier_3_significant
6059,tier_1_minor
26094,tier_1_minor
2819,tier_2_moderate
30672,tier_5_critical
16941,tier_1_minor
25948,tier_1_minor
12227,tier_3_significant
9493,tier_2_moderate
18999,tier_1_minor
25593,tier_3_significant
25166,tier_2_moderate
10658,tier_2_moderate
18205,tier_1_minor
12349,tier_1_minor
3226,tier_4_severe
22120,tier_2_moderate
13030,tier_1_minor
4220,tier_3_significant
15869,tier_2_moderate
31350,tier_4_severe
3335,tier_2_moderate
6023,tier_2_moderate
19015,tier_2_moderate
5909,tier_3_significant
11223,tier_2_moderate
28060,tier_5_critical
27096,tier_1_minor
5167,tier_3_significant
5245,tier_2_moderate
2697,tier_2_moderate
14286,tier_1_minor
20516,tier_3_significant
27814,tier_2_moderate
24750,tier_3_significant
25469,tier_2_moderate
6464,tier_3_significant
29766,tier_2_moderate
15983,tier_2_moderate
27366,tier_4_severe
23093,tier_1_minor
27453,tier_1_minor
11048,tier_1_minor
5080,tier_4_severe
31962,tier_3_significant
1771,tier_3_significant
31710,tier_3_significant
9880,tier_2_moderate
28797,tier_4_severe
28891,tier_4_severe
4895,tier_3_significant
16743,tier_3_significant
16603,tier_1_minor
6650,tier_4_severe
13867,tier_2_moderate
17020,tier_1_minor
28133,tier_4_severe
29271,tier_2_moderate
20055,tier_2_moderate
16370,tier_5_critical
4700,tier_4_severe
21751,tier_3_significant
29488,tier_2_moderate
13375,tier_2_moderate
11353,tier_3_significant
23854,tier_1_minor
18885,tier_4_severe
123,tier_3_significant
17268,tier_4_severe
14984,tier_3_significant
24316,tier_2_moderate
20862,tier_1_minor
4620,tier_3_significant
10196,tier_4_severe
23845,tier_4_severe
13448,tier_2_moderate
29217,tier_3_significant
16900,tier_2_moderate
25788,tier_4_severe
435,tier_3_significant
31207,tier_5_critical
22577,tier_4_severe
12323,tier_1_minor
14954,tier_2_moderate
20875,tier_1_minor
8931,tier_3_significant
2213,tier_1_minor
8928,tier_4_severe
29371,tier_3_significant
14486,tier_2_moderate
12458,tier_3_significant
1603,tier_3_significant
29527,tier_4_severe
4937,tier_2_moderate
23048,tier_5_critical
28319,tier_3_significant
17021,tier_2_moderate
22922,tier_3_significant
23875,tier_2_moderate
14762,tier_3_significant
16754,tier_1_minor
30507,tier_1_minor
14929,tier_1_minor
16304,tier_1_minor
16506,tier_1_minor
21727,tier_4_severe
19234,tier_3_significant
17538,tier_2_moderate
774,tier_3_significant
24834,tier_3_significant
7222,tier_2_moderate
25364,tier_3_significant
28551,tier_1_minor
21039,tier_2_moderate
1638,tier_2_moderate
21629,tier_3_significant
2728,tier_1_minor
31165,tier_1_minor
9898,tier_4_severe
22984,tier_4_severe
7879,tier_4_severe
18988,tier_5_critical
6820,tier_1_minor
27223,tier_2_moderate
9468,tier_3_significant
2837,tier_1_minor
26029,tier_2_moderate
460,tier_3_significant
31840,tier_2_moderate
15625,tier_3_significant
27199,tier_1_minor
3032,tier_2_moderate
19748,tier_4_severe
5768,tier_2_moderate
1906,tier_3_significant
19475,tier_2_moderate
26093,tier_5_critical
1797,tier_1_minor
14373,tier_1_minor
25451,tier_2_moderate
21356,tier_5_critical
18120,tier_4_severe
15039,tier_3_significant
15771,tier_2_moderate
8759,tier_5_critical
7416,tier_1_minor
22982,tier_4_severe
20926,tier_3_significant
22958,tier_4_severe
17882,tier_3_significant
24420,tier_4_severe
24542,tier_1_minor
9751,tier_1_minor
21036,tier_2_moderate
795,tier_4_severe
29244,tier_1_minor
11000,tier_1_minor
5698,tier_3_significant
9671,tier_3_significant
90,tier_4_severe
22607,tier_1_minor
11126,tier_3_significant
30240,tier_1_minor
12624,tier_1_minor
10274,tier_3_significant
570,tier_5_critical
13119,tier_1_minor
31513,tier_1_minor
7191,tier_4_severe
17671,tier_3_significant
31868,tier_5_critical
25863,tier_2_moderate
494,tier_1_minor
5362,tier_2_moderate
21647,tier_3_significant
16448,tier_1_minor
5182,tier_3_significant
15030,tier_4_severe
15158,tier_1_minor
16392,tier_3_significant
7194,tier_4_severe
17209,tier_2_moderate
31519,tier_3_significant
3038,tier_1_minor
22796,tier_3_significant
20597,tier_4_severe
14358,tier_3_significant
2770,tier_2_moderate
17472,tier_1_minor
11025,tier_1_minor
23071,tier_5_critical
16638,tier_1_minor
31198,tier_3_significant
18561,tier_5_critical
30769,tier_2_moderate
26681,tier_4_severe
2488,tier_3_significant
30131,tier_2_moderate
6090,tier_1_minor
4419,tier_1_minor
12857,tier_1_minor
14473,tier_2_moderate
30155,tier_3_significant
15696,tier_3_significant
2672,tier_3_significant
10230,tier_3_significant
10027,tier_1_minor
4617,tier_5_critical
10377,tier_5_critical
10702,tier_4_severe
7167,tier_2_moderate
17091,tier_2_moderate
4775,tier_2_moderate
21519,tier_3_significant
10264,tier_4_severe
18347,tier_2_moderate
20600,tier_3_significant
9166,tier_2_moderate
11127,tier_4_severe
4931,tier_1_minor
3164,tier_1_minor
25246,tier_1_minor
13454,tier_1_minor
4806,tier_5_critical
18310,tier_5_critical
10313,tier_1_minor
23811,tier_3_significant
30027,tier_2_moderate
25959,tier_3_significant
6472,tier_1_minor
10035,tier_1_minor
29873,tier_2_moderate
9314,tier_1_minor
24389,tier_5_critical
15854,tier_3_significant
16849,tier_2_moderate
20360,tier_2_moderate
30674,tier_5_critical
25588,tier_4_severe
20891,tier_1_minor
31428,tier_3_significant
746,tier_5_critical
27746,tier_2_moderate
8175,tier_1_minor
1754,tier_5_critical
11030,tier_4_severe
2427,tier_5_critical
5460,tier_3_significant
24129,tier_1_minor
17690,tier_3_significant
29708,tier_1_minor
17703,tier_2_moderate
3417,tier_3_significant
26910,tier_2_moderate
17375,tier_3_significant
29872,tier_1_minor
12124,tier_3_significant
31455,tier_4_severe
6793,tier_3_significant
14854,tier_3_significant
25281,tier_2_moderate
10671,tier_3_significant
30565,tier_2_moderate
30432,tier_5_critical
28823,tier_3_significant
2319,tier_2_moderate
14816,tier_1_minor
27602,tier_4_severe
16190,tier_3_significant
11630,tier_2_moderate
30220,tier_1_minor
3299,tier_2_moderate
24942,tier_2_moderate
656,tier_1_minor
29320,tier_5_critical
25796,tier_5_critical
10297,tier_4_severe
26429,tier_3_significant
17178,tier_4_severe
29348,tier_3_significant
1145,tier_3_significant
22352,tier_1_minor
27670,tier_2_moderate
9900,tier_1_minor
8825,tier_3_significant
1959,tier_1_minor
13989,tier_1_minor
4096,tier_1_minor
10469,tier_2_moderate
12353,tier_1_minor
13968,tier_4_severe
17814,tier_2_moderate
23770,tier_4_severe
24744,tier_1_minor
5861,tier_5_critical
12551,tier_3_significant
5571,tier_3_significant
22521,tier_3_significant
14806,tier_4_severe
4331,tier_4_severe
15604,tier_4_severe
21272,tier_5_critical
18490,tier_1_minor
24626,tier_3_significant
31940,tier_1_minor
28141,tier_2_moderate
5657,tier_3_significant
14710,tier_3_significant
23444,tier_1_minor
10797,tier_5_critical
2797,tier_5_critical
7765,tier_2_moderate
18597,tier_1_minor
13652,tier_1_minor
24589,tier_1_minor
1874,tier_1_minor
8820,tier_3_significant
18441,tier_5_critical
15630,tier_3_significant
8027,tier_3_significant
22323,tier_1_minor
26818,tier_1_minor
24950,tier_1_minor
8802,tier_1_minor
967,tier_2_moderate
18927,tier_4_severe
1680,tier_4_severe
18416,tier_5_critical
28656,tier_3_significant
6730,tier_4_severe
29433,tier_3_significant
24733,tier_5_critical
16438,tier_4_severe
8516,tier_5_critical
24368,tier_3_significant
5542,tier_2_moderate
30353,tier_1_minor
3694,tier_3_significant
27767,tier_2_moderate
23876,tier_3_significant
10817,tier_3_significant
1181,tier_1_minor
24662,tier_2_moderate
28751,tier_1_minor
22084,tier_3_significant
31087,tier_4_severe
15198,tier_2_moderate
14338,tier_1_minor
7581,tier_1_minor
23011,tier_3_significant
14310,tier_2_moderate
24303,tier_2_moderate
7425,tier_2_moderate
23052,tier_3_significant
18890,tier_4_severe
19822,tier_5_critical
7381,tier_2_moderate
7780,tier_1_minor
27768,tier_3_significant
7754,tier_2_moderate
31825,tier_4_severe
15137,tier_5_critical
4042,tier_2_moderate
9955,tier_1_minor
31501,tier_2_moderate
30637,tier_2_moderate
23798,tier_5_critical
22079,tier_3_significant
29997,tier_5_critical
16923,tier_5_critical
21627,tier_2_moderate
31081,tier_2_moderate
31275,tier_5_critical
6866,tier_4_severe
22968,tier_4_severe
30053,tier_3_significant
26829,tier_4_severe
19506,tier_3_significant
13074,tier_2_moderate
28547,tier_2_moderate
21109,tier_2_moderate
31717,tier_2_moderate
29655,tier_3_significant
2686,tier_2_moderate
7464,tier_1_minor
13956,tier_3_significant
9804,tier_2_moderate
22956,tier_3_significant
5213,tier_4_severe
6519,tier_2_moderate
6195,tier_3_significant
30940,tier_4_severe
26495,tier_4_severe
5984,tier_2_moderate
25121,tier_3_significant
27471,tier_4_severe
16168,tier_4_severe
27327,tier_3_significant
17765,tier_3_significant
3351,tier_3_significant
13896,tier_4_severe
25824,tier_1_minor
13901,tier_4_severe
12016,tier_2_moderate
10657,tier_5_critical
6352,tier_4_severe
6835,tier_5_critical
28436,tier_1_minor
26337,tier_3_significant
12176,tier_1_minor
12806,tier_1_minor
31297,tier_3_significant
17103,tier_5_critical
14317,tier_1_minor
24178,tier_1_minor
8924,tier_3_significant
25092,tier_2_moderate
5922,tier_5_critical
214,tier_1_minor
18246,tier_2_moderate
7907,tier_2_moderate
17543,tier_2_moderate
7144,tier_4_severe
953,tier_4_severe
12615,tier_3_significant
19383,tier_4_severe
2868,tier_1_minor
13535,tier_5_critical
23513,tier_3_significant
10991,tier_1_minor
11951,tier_1_minor
12550,tier_1_minor
11254,tier_4_severe
8421,tier_3_significant
20302,tier_1_minor
18193,tier_2_moderate
31019,tier_4_severe
20376,tier_5_critical
1954,tier_1_minor
27688,tier_5_critical
5209,tier_4_severe
5459,tier_5_critical
13328,tier_3_significant
617,tier_2_moderate
7411,tier_2_moderate
15325,tier_2_moderate
6726,tier_1_minor
18177,tier_5_critical
3761,tier_1_minor
5752,tier_1_minor
9385,tier_5_critical
456,tier_2_moderate
18656,tier_5_critical
17632,tier_2_moderate
10757,tier_4_severe
26508,tier_1_minor
20733,tier_4_severe
29826,tier_1_minor
1182,tier_3_significant
25574,tier_2_moderate
24238,tier_1_minor
4296,tier_1_minor
2796,tier_3_significant
18763,tier_4_severe
17044,tier_2_moderate
35,tier_2_moderate
20455,tier_1_minor
2245,tier_1_minor
18728,tier_1_minor
7025,tier_1_minor
14629,tier_1_minor
4284,tier_5_critical
534,tier_1_minor
21285,tier_2_moderate
19733,tier_1_minor
15048,tier_2_moderate
22477,tier_2_moderate
7196,tier_1_minor
4115,tier_5_critical
24541,tier_1_minor
31976,tier_4_severe
29239,tier_4_severe
19497,tier_3_significant
24625,tier_1_minor
7406,tier_4_severe
6193,tier_4_severe
1401,tier_3_significant
8110,tier_4_severe
13025,tier_1_minor
28592,tier_1_minor
22791,tier_2_moderate
27335,tier_3_significant
19588,tier_1_minor
21305,tier_3_significant
132,tier_4_severe
4969,tier_1_minor
15357,tier_4_severe
4664,tier_2_moderate
14838,tier_1_minor
17215,tier_2_moderate
24713,tier_1_minor
25481,tier_1_minor
1918,tier_2_moderate
19370,tier_1_minor
26470,tier_1_minor
9608,tier_3_significant
2738,tier_4_severe
15372,tier_2_moderate
24241,tier_2_moderate
22346,tier_3_significant
9046,tier_4_severe
2472,tier_2_moderate
11202,tier_4_severe
21388,tier_3_significant
27736,tier_1_minor
5846,tier_5_critical
19587,tier_2_moderate
17170,tier_3_significant
3979,tier_2_moderate
22305,tier_1_minor
22939,tier_2_moderate
21781,tier_1_minor
22389,tier_4_severe
15964,tier_1_minor
21149,tier_3_significant
29241,tier_2_moderate
18372,tier_5_critical
5527,tier_2_moderate
4899,tier_1_minor
14874,tier_5_critical
18401,tier_5_critical
9678,tier_5_critical
20478,tier_1_minor
5831,tier_1_minor
12070,tier_1_minor
11916,tier_4_severe
12148,tier_1_minor
30474,tier_1_minor
13131,tier_1_minor
13092,tier_2_moderate
6336,tier_1_minor
12865,tier_1_minor
6101,tier_1_minor
27698,tier_3_significant
27831,tier_2_moderate
24127,tier_2_moderate
27224,tier_2_moderate
29546,tier_3_significant
21408,tier_4_severe
20346,tier_1_minor
15889,tier_3_significant
2549,tier_1_minor
9423,tier_5_critical
26853,tier_3_significant
266,tier_4_severe
15337,tier_3_significant
27317,tier_1_minor
479,tier_5_critical
23579,tier_4_severe
10659,tier_1_minor
1094,tier_2_moderate
20267,tier_1_minor
1443,tier_1_minor
4189,tier_3_significant
12375,tier_5_critical
9461,tier_4_severe
11528,tier_2_moderate
13932,tier_4_severe
29188,tier_2_moderate
9511,tier_4_severe
26750,tier_2_moderate
23115,tier_3_significant
621,tier_3_significant
13514,tier_1_minor
5892,tier_4_severe
22032,tier_3_significant
4077,tier_3_significant
2528,tier_2_moderate
23072,tier_1_minor
1581,tier_4_severe
1227,tier_1_minor
7697,tier_3_significant
17287,tier_5_critical
12041,tier_1_minor
16116,tier_1_minor
31923,tier_2_moderate
14370,tier_1_minor
3888,tier_1_minor
19693,tier_4_severe
23204,tier_2_moderate
11246,tier_4_severe
15582,tier_1_minor
24727,tier_2_moderate
21127,tier_1_minor
22327,tier_1_minor
495,tier_3_significant
23931,tier_2_moderate
10762,tier_2_moderate
496,tier_2_moderate
25306,tier_2_moderate
14545,tier_2_moderate
17072,tier_3_significant
7459,tier_1_minor
1258,tier_4_severe
17087,tier_4_severe
20059,tier_3_significant
21684,tier_2_moderate
13129,tier_1_minor
14653,tier_4_severe
20703,tier_5_critical
18288,tier_2_moderate
8464,tier_3_significant
14085,tier_3_significant
10793,tier_1_minor
20419,tier_1_minor
15791,tier_1_minor
19281,tier_1_minor
9135,tier_3_significant
14756,tier_2_moderate
7972,tier_3_significant
569,tier_3_significant
30777,tier_3_significant
28034,tier_1_minor
7052,tier_1_minor
6252,tier_2_moderate
31171,tier_5_critical
27868,tier_2_moderate
9901,tier_4_severe
15183,tier_1_minor
8828,tier_1_minor
2284,tier_3_significant
12089,tier_3_significant
14562,tier_2_moderate
29966,tier_2_moderate
954,tier_1_minor
5619,tier_2_moderate
19214,tier_5_critical
15173,tier_2_moderate
21211,tier_2_moderate
24440,tier_5_critical
20362,tier_1_minor
7368,tier_4_severe
11710,tier_1_minor
28768,tier_4_severe
18495,tier_5_critical
7361,tier_5_critical
10517,tier_1_minor
15493,tier_3_significant
29166,tier_2_moderate
9084,tier_4_severe
2918,tier_3_significant
1703,tier_3_significant
29355,tier_2_moderate
24471,tier_2_moderate
14112,tier_1_minor
12968,tier_4_severe
12286,tier_1_minor
16129,tier_1_minor
18698,tier_1_minor
863,tier_3_significant
10703,tier_1_minor
18267,tier_3_significant
11992,tier_3_significant
3110,tier_2_moderate
17939,tier_2_moderate
7837,tier_3_significant
6905,tier_2_moderate
14187,tier_1_minor
20513,tier_2_moderate
11865,tier_4_severe
2888,tier_3_significant
17949,tier_4_severe
4901,tier_1_minor
26464,tier_4_severe
11674,tier_3_significant
30967,tier_2_moderate
15257,tier_1_minor
2041,tier_4_severe
26477,tier_3_significant
25045,tier_3_significant
15850,tier_5_critical
29272,tier_2_moderate
21820,tier_1_minor
20028,tier_1_minor
17280,tier_1_minor
28064,tier_1_minor
4940,tier_2_moderate
30050,tier_1_minor
22302,tier_3_significant
1539,tier_2_moderate
12268,tier_4_severe
22728,tier_4_severe
16952,tier_3_significant
2998,tier_3_significant
30101,tier_5_critical
9382,tier_1_minor
4625,tier_1_minor
29669,tier_3_significant
3896,tier_4_severe
2849,tier_1_minor
14470,tier_2_moderate
4585,tier_3_significant
31471,tier_2_moderate
2894,tier_1_minor
26967,tier_2_moderate
15775,tier_5_critical
20885,tier_1_minor
8269,tier_5_critical
28160,tier_1_minor
13098,tier_2_moderate
15534,tier_5_critical
8305,tier_4_severe
7047,tier_3_significant
27804,tier_5_critical
21894,tier_3_significant
12875,tier_2_moderate
15150,tier_4_severe
25956,tier_2_moderate
14654,tier_2_moderate
2909,tier_4_severe
17855,tier_1_minor
18795,tier_2_moderate
15333,tier_2_moderate
23684,tier_1_minor
27704,tier_2_moderate
28958,tier_3_significant
4173,tier_3_significant
31866,tier_4_severe
21757,tier_3_significant
8940,tier_1_minor
4256,tier_5_critical
31338,tier_1_minor
4421,tier_4_severe
19042,tier_1_minor
1635,tier_3_significant
2019,tier_4_severe
2050,tier_5_critical
26086,tier_5_critical
7377,tier_3_significant
20436,tier_2_moderate
7660,tier_5_critical
6717,tier_3_significant
5290,tier_3_significant
21809,tier_3_significant
29342,tier_5_critical
23720,tier_1_minor
8980,tier_1_minor
21919,tier_2_moderate
28184,tier_4_severe
28497,tier_3_significant
9715,tier_4_severe
588,tier_4_severe
21837,tier_1_minor
4176,tier_1_minor
25007,tier_2_moderate
2858,tier_4_severe
13408,tier_2_moderate
25716,tier_5_critical
20384,tier_3_significant
3121,tier_2_moderate
10973,tier_1_minor
12118,tier_2_moderate
8026,tier_1_minor
14388,tier_4_severe
21866,tier_4_severe
24431,tier_5_critical
1334,tier_1_minor
29908,tier_2_moderate
13028,tier_2_moderate
11093,tier_1_minor
9409,tier_5_critical
3016,tier_4_severe
29049,tier_3_significant
18840,tier_4_severe
5862,tier_4_severe
12916,tier_4_severe
111,tier_4_severe
5355,tier_2_moderate
23860,tier_1_minor
25563,tier_4_severe
5703,tier_2_moderate
15052,tier_1_minor
7928,tier_2_moderate
18872,tier_2_moderate
28706,tier_4_severe
11875,tier_2_moderate
27266,tier_3_significant
8328,tier_4_severe
27654,tier_3_significant
1482,tier_1_minor
18842,tier_5_critical
9637,tier_1_minor
22676,tier_4_severe
13547,tier_4_severe
6160,tier_4_severe
13385,tier_1_minor
20511,tier_2_moderate
9810,tier_4_severe
21586,tier_2_moderate
8995,tier_1_minor
17675,tier_2_moderate
16541,tier_4_severe
12724,tier_4_severe
18934,tier_1_minor
4119,tier_2_moderate
23506,tier_4_severe
21243,tier_2_moderate
5573,tier_2_moderate
29651,tier_4_severe
9881,tier_1_minor
15023,tier_4_severe
28086,tier_3_significant
30460,tier_1_minor
25412,tier_2_moderate
556,tier_5_critical
20082,tier_3_significant
16585,tier_4_severe
5554,tier_2_moderate
28570,tier_3_significant
1933,tier_3_significant
7215,tier_2_moderate
11946,tier_3_significant
1420,tier_4_severe
28340,tier_3_significant
19807,tier_5_critical
8747,tier_3_significant
4858,tier_5_critical
21666,tier_4_severe
9957,tier_4_severe
18437,tier_4_severe
11190,tier_4_severe
30313,tier_1_minor
15397,tier_2_moderate
6503,tier_1_minor
20256,tier_3_significant
30539,tier_2_moderate
26691,tier_3_significant
16781,tier_5_critical
19576,tier_1_minor
3418,tier_2_moderate
27633,tier_1_minor
30464,tier_1_minor
29683,tier_1_minor
18711,tier_5_critical
15901,tier_5_critical
27319,tier_1_minor
21980,tier_2_moderate
22250,tier_4_severe
430,tier_3_significant
17525,tier_5_critical
13786,tier_1_minor
26570,tier_3_significant
7235,tier_4_severe
1745,tier_1_minor
1390,tier_4_severe
28945,tier_2_moderate
29792,tier_2_moderate
26062,tier_1_minor
15944,tier_5_critical
31018,tier_3_significant
23173,tier_5_critical
3913,tier_1_minor
2106,tier_3_significant
28041,tier_2_moderate
15272,tier_4_severe
7568,tier_1_minor
27728,tier_2_moderate
19876,tier_1_minor
14226,tier_4_severe
2627,tier_4_severe
5344,tier_5_critical
23498,tier_3_significant
8101,tier_3_significant
28699,tier_5_critical
1999,tier_3_significant
23709,tier_1_minor
13776,tier_1_minor
10087,tier_3_significant
22704,tier_2_moderate
3621,tier_1_minor
9749,tier_1_minor
4257,tier_1_minor
31930,tier_2_moderate
17957,tier_2_moderate
6883,tier_1_minor
10150,tier_2_moderate
27455,tier_5_critical
17559,tier_1_minor
6584,tier_2_moderate
13947,tier_2_moderate
18302,tier_1_minor
373,tier_3_significant
8022,tier_2_moderate
31988,tier_4_severe
24490,tier_1_minor
31686,tier_4_severe
28403,tier_1_minor
15260,tier_4_severe
31848,tier_1_minor
15003,tier_1_minor
1625,tier_5_critical
26642,tier_2_moderate
24892,tier_1_minor
7784,tier_4_severe
20344,tier_2_moderate
10496,tier_3_significant
23563,tier_5_critical
